State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Maharashtra,Pune,Khed(Chakan),Cucumbar(Kheera),Other,FAQ,03/12/2024,1500,2500,2000
Maharashtra,Pune,Khed(Chakan),"Green Chilli",Other,FAQ,03/12/2024,3000,4000,3500
Maharashtra,Pune,Khed(Chakan),Tomato,Other,FAQ,03/12/2024,2000,3000,2500
Maharashtra,Pune,Pune,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/12/2024,3300,3600,3450
Maharashtra,Pune,Pune,Banana,Other,Local,03/12/2024,800,1400,1100
Maharashtra,Pune,Pune,"Bitter gourd",Other,FAQ,03/12/2024,2000,3000,2500
Maharashtra,Pune,Pune,"Bottle gourd",Other,FAQ,03/12/2024,1000,2000,1500
Maharashtra,Pune,Pune,Cauliflower,Other,FAQ,03/12/2024,1000,2300,1650
Maharashtra,Pune,Pune,"Corriander seed",Other,FAQ,03/12/2024,9000,12000,10500
Maharashtra,Pune,Pune,"Little gourd (Kundru)",Other,FAQ,03/12/2024,3000,5000,4000
